DataRate,CameraRate,NumFrames,NumMarkers,Units,OrigDataRate,OrigDataStartFrame,OrigNumFrames,,,,,,,,
200,200,26220,7,mm,200,1,26220,,,,,,,,
Frame#,Time,Drone_Left_Front,,Drone_Right_Front,,Drone_Center_Front,,Drone_Center_Back,,Speaker_1,,Speaker_2,,Speaker_3,
Frame,Time,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
3827,19.13,-696.8320472,-399.1347872,-677.9820228,-370.4597399,,,-664.5965991,-402.9355101,-822.01936,-175.4804555,-864.9049044,-175.3940642,-761.9788424,-111.420731
3828,19.135,-698.1316877,-398.5039857,-679.2152537,-369.9556098,,,-665.9711447,-402.4813794,-821.9943084,-174.0227213,-864.9244576,-173.8331507,-761.746141,-110.1973728
3829,19.14,-699.425645,-397.8688087,-680.4386115,-369.4469943,,,-667.338357,-402.0233476,-821.9666757,-172.5658401,-864.9400664,-172.2730687,-761.5114635,-108.9762215
3830,19.145,-700.7139321,-397.2292773,-681.65344,-368.9348069,,,-668.6972393,-401.5609512,-821.9368994,-171.1099637,-864.9519201,-170.7151869,-761.2743215,-107.7563872
3831,19.15,-701.9965624,-396.5854122,-682.8610273,-368.4184031,,,-670.0480829,-401.0938562,-821.9047784,-169.6534342,-864.9596615,-169.160402,-761.0367174,-106.5368574
3832,19.155,-703.2735491,-395.9372345,-684.0585679,-367.8973432,,,-671.3911524,-400.6212236,-821.8710781,-168.196547,-864.9649285,-167.6057735,-760.7969088,-105.3188202
3833,19.16,-704.5449053,-395.2847652,-685.2474592,-367.3733402,,,-672.7252381,-400.1451257,-821.8346499,-166.7428375,-864.9678331,-166.052255,-760.5551427,-104.1027083
3834,19.165,-705.8106443,-394.6280251,-686.4284199,-366.8446546,,,-674.0502634,-399.6650879,-821.7970175,-165.2895733,-864.9691219,-164.4984165,-760.3122912,-102.8880866
3835,19.17,-707.0707793,-393.9670352,-687.6005421,-366.3126982,,,-675.3670914,-399.1813145,-821.7586895,-163.837182,-864.9675018,-162.9446144,-760.0689748,-101.6749353
3836,19.175,-708.3253234,-393.3018166,-688.7644492,-365.7769516,,,-676.6747989,-398.6943915,-821.7197506,-162.3850646,-864.9630194,-161.3927365,-759.8252767,-100.4626307
3837,19.18,-709.57429,-392.63239,-689.919275,-365.2364574,,,-677.9736017,-398.2039934,-821.6811541,-160.9319232,-864.9567508,-159.8406464,-759.5813552,-99.2506619
3838,19.185,-710.8176921,-391.9587765,-691.0654447,-364.6927357,,,-679.263955,-397.7084566,-821.6421478,-159.4790661,-864.9481527,-158.289223,-759.3379391,-98.03987585
3839,19.19,-712.0555431,-391.2809971,-692.2030103,-364.144582,,,-680.5466586,-397.2088171,-821.603515,-158.02622,-864.9378589,-156.7382383,-759.0942947,-96.8304072
3840,19.195,-713.2878561,-390.5990726,-693.3313383,-363.5931904,,,-681.8209112,-396.7054057,-821.5653549,-156.5724706,-864.9260708,-155.1887915,-758.8508093,-95.62135335
3841,19.2,-714.5146443,-389.9130241,-694.4536714,-363.0364668,,,-683.0869622,-396.1980891,-821.5263448,-155.1207989,-864.9135916,-153.6394706,-758.607879,-94.41255505
3842,19.205,-715.735921,-389.2228724,-695.5652784,-362.4769284,,,-684.3449688,-395.68649,-821.486722,-153.6691044,-864.9002008,-152.0902606,-758.3668246,-93.2028515
3843,19.21,-716.9516993,-388.5286386,-696.6699934,-361.9123004,,,-685.5938476,-395.1706768,-821.4480462,-152.2166489,-864.8859839,-150.5417635,-758.1257299,-91.99481905
3844,19.215,-718.1619925,-387.8303435,-697.7652573,-361.3443121,,,-686.8351592,-394.6500569,-821.4100948,-150.7641891,-864.8707773,-148.9936632,-757.8855388,-90.78767775
3845,19.22,-719.3668138,-387.1280082,-698.8526615,-360.7719219,,,-688.0681554,-394.1253475,-821.3725573,-149.3123872,-864.8550598,-147.4462519,-757.645089,-89.5823346
3846,19.225,-720.5661763,-386.4216536,-699.9314826,-360.1962255,,,-689.2941912,-393.5960505,-821.3361458,-147.8583671,-864.8395175,-145.8985747,-757.4062108,-88.3761719
